Source,Target,Weight
chuck,tomatoes with juice,0.267884165002961
dried shrimp,roasted peanuts,0.264284212939821
dill,parsley,0.25964891532785167
california bay leaves,rib,0.27895915374840824
green cardamom,poppy seeds,0.3139279235905902
semolina,yeast,0.30761074927803683
feta cheese crumbles,phyllo dough,0.26522814761206437
diced green chilies,red enchilada sauce,0.3870214448945703
capsicum,tomato ketchup,0.333684643712012
lime juice,lime zest,0.26001691870965854
clam juice,fennel bulb,0.28442048845944184
allspice,nutmeg,0.3124918008629509
grated lemon peel,whole milk ricotta cheese,0.29642276674048557
pancetta,savoy cabbage,0.25591134850604985
black-eyed peas,cooked ham,0.2797114581967023
fresh marjoram,low salt chicken broth,0.25382646559783756
bird chile,galangal,0.36150349372844964
enchilada sauce,jack cheese,0.25561150854786346
cooked rice,smoked sausage,0.2517996767845871
amchur,capsicum,0.2512803065883728
adobo sauce,tilapia fillets,0.2550618981099186
thai basil,thai green curry paste,0.28411753559161734
firmly packed brown sugar,ground cinnamon,0.26991883171647557
part-skim mozzarella cheese,part-skim ricotta cheese,0.3966724809899303
blackberries,vanilla ice cream,0.2664093344763257
lower sodium chicken broth,lower sodium soy sauce,0.29381346302192973
bourbon whiskey,dark brown sugar,0.25709224701596883
capsicum,seeds,0.2590393938681303
cremini mushrooms,parmigiano-reggiano cheese,0.2668090482653071
edamame,sushi rice,0.2549618097010955
garlic paste,tumeric,0.25885528234925825
dried apricot,lamb shoulder,0.3138668326666682
firmly packed light brown sugar,tea bags,0.2784776036179701
enchilada sauce,shredded monterey jack cheese,0.28110098961417435
curry,curry paste,0.2784433844450508
baby carrots,radishes,0.2666223724004417
firmly packed light brown sugar,light corn syrup,0.3332363940640651
couscous,slivered almonds,0.2538602915692213
hoisin sauce,soy sauce,0.27130842443160114
egg substitute,fat free milk,0.37838853808596806
bittersweet chocolate,large egg whites,0.2778746081080061
rice vinegar,sriracha,0.25643420555147917
fresh lime juice,unsalted dry roast peanuts,0.26443451830066317
chorizo sausage,mussels,0.26270364873651997
ice cubes,tea bags,0.3633109784414727
ramen noodles,reduced sodium soy sauce,0.31348596731705036
cumin seed,fresh curry leaves,0.34035827873069235
caster sugar,cornflour,0.3425957837697335
cardamom,cashew nuts,0.3360333437840947
pepperoni,pizza sauce,0.4475718556622599
pico de gallo,taco shells,0.27863265540789833
shaoxing wine,white pepper,0.3385751050505102
fish stock,saffron threads,0.3509427066640431
cannellini beans,italian turkey sausage,0.30162236683814386
star anise,szechwan peppercorns,0.34945223358030286
chips,hamburger buns,0.281117503497426
curds,garam masala,0.25306879906118995
green peas,saffron threads,0.2512210349718133
anchovies,marinade,0.29088067547122143
cooking spray,fresh parmesan cheese,0.3140142208503244
capsicum,corn flour,0.30447062413527787
chunky salsa,"whole kernel corn, drain",0.27627010748309444
parsnips,savoy cabbage,0.2996032115029102
baby spinach leaves,italian turkey sausage,0.27047680152217946
low sodium soy sauce,water chestnuts,0.2824455780812845
dry red wine,pearl onions,0.31146024627795066
ground ginger,preserved lemon,0.29057296558753726
anchovy paste,capers,0.32166154706643835
coarse kosher salt,salad,0.25898978800408284
lower sodium soy sauce,sugar pea,0.2657997264038833
bok choy,mung bean sprouts,0.2923257269834518
dipping sauces,wonton wrappers,0.25916145267506635
green chilies,kasuri methi,0.3150259430294067
fish sauce,tamarind paste,0.2695743441430566
condensed cream of mushroom soup,shredded cheddar cheese,0.25684435851879717
lower sodium chicken broth,thyme sprigs,0.26269237555500585
grits,shrimp,0.2655616647076015
rice vinegar,sesame oil,0.29604810157262473
curds,mace,0.34046979245957776
grated jack cheese,sharp cheddar cheese,0.28125893595507917
firmly packed brown sugar,vegetable oil cooking spray,0.2761814412633354
peanut butter,rice vinegar,0.25357082973197187
italian sausage,italian seasoning,0.25805988560999543
coriander powder,poppy seeds,0.2796509306352292
potato starch,shaoxing wine,0.2589443259658072
ground cinnamon,ground ginger,0.29124026573699907
salsa,shredded cheese,0.3003300731635387
low-fat buttermilk,yellow corn meal,0.267638362041661
italian seasoning,marinara sauce,0.25774448973064884
garlic paste,peppercorns,0.27519919177007046
dried shiitake mushrooms,konbu,0.3087057842905081
dried shiitake mushrooms,seaweed,0.3016907924098249
coconut oil,grated coconut,0.27031696463105265
dried currants,swiss chard,0.2555272656709973
chicken thighs,pearl onions,0.26190886549802495
granulated garlic,sweet paprika,0.2568152870707703
andouille sausage,cajun seasoning,0.3430423039322336
creole seasoning,smoked sausage,0.26486682968263847
long grain white rice,scallion greens,0.2526498325846091
jasmine rice,palm sugar,0.26048222339580734
black mustard seeds,coconut,0.3008290844880127
bread crumb fresh,california bay leaves,0.26608226990044986
mung bean sprouts,noodles,0.2580680149193623
ground cardamom,nonfat yogurt,0.26077947928805706
fenugreek seeds,paneer,0.32597960016612704
amchur,paneer,0.3261070198758332
fresh parsley leaves,freshly grated parmesan,0.37202563424849416
instant espresso powder,whipping cream,0.30696347160148013
ground pork,water chestnuts,0.2648248572419745
lobster,saffron,0.3202936107029676
corn syrup,gochujang base,0.3439576893360961
ice cubes,nonfat yogurt,0.28471011504855037
corn oil,queso fresco,0.267004959092627
chili powder,ground cumin,0.2836447640630425
chinese cabbage,edamame,0.2775478373696612
cooking oil,oyster sauce,0.267854684945984
condensed cream of chicken soup,shredded parmesan cheese,0.2740131056232706
italian turkey sausage,marinara sauce,0.2590394693147095
ground allspice,molasses,0.26439656725430677
frozen corn,mexican cheese,0.2797592194416942
rice vinegar,toasted sesame oil,0.28166247147557855
fresh parsley leaves,hot red pepper flakes,0.270078388313044
pure vanilla extract,whipped cream,0.3118341517552576
cilantro leaves,coriander powder,0.30217942985096374
cashew nuts,clove,0.28254346271452185
manchego cheese,radicchio,0.2671835574081403
chicken breast halves,chicken drumsticks,0.327852591582174
diced celery,okra,0.2565977886681551
fish sauce,shrimp paste,0.2655195079515536
littleneck clams,saffron threads,0.3309651015904106
dark rum,ground nutmeg,0.2543456283296809
ricotta cheese,shredded mozzarella cheese,0.3912163215125081
coconut cream,dried shrimp,0.26870388627926467
rice vinegar,toasted sesame seeds,0.2543001654800286
salmon fillets,sushi rice,0.2736460605604152
fresh coriander,red chili peppers,0.2546534570441844
beef tenderloin,cremini mushrooms,0.2620472700557523
serrano chile,unsalted dry roast peanuts,0.2506397956709547
bottled clam juice,scallion greens,0.27517197909445534
coconut cream,prawns,0.31986681468148925
yellow bell pepper,yellow squash,0.2670497496877078
jasmine rice,unsweetened coconut milk,0.2793671484795259
arborio rice,fresh parmesan cheese,0.28958333433229905
palm sugar,shallots,0.26443375596450014
chili pepper,ginger root,0.2593325111827102
littleneck clams,mussels,0.43611740127659976
peanuts,szechwan peppercorns,0.2652310808214932
grated parmesan cheese,ricotta cheese,0.2907138347061585
dijon mustard,fresh tarragon,0.2566523795186738
dark soy sauce,szechwan peppercorns,0.32424445023196596
couscous,pistachios,0.26072272571755434
ground lamb,hamburger buns,0.31707969979719314
cornflour,spring onions,0.4034277092012763
frozen whole kernel corn,light sour cream,0.28409525665679736
ground cloves,ground nutmeg,0.31628653205943524
part-skim mozzarella cheese,pasta sauce,0.29733438921473204
dark sesame oil,rice vinegar,0.28136182075511773
dark sesame oil,sliced green onions,0.278319952092155
smoked ham hocks,spanish chorizo,0.2740131056232706
caster sugar,spring onions,0.2993988403288287
fresh mint,ground lamb,0.26682309740881377
quinoa,shredded cheese,0.2752215815779531
lemon grass,thai red curry paste,0.25700735576242456
cardamom,peppercorns,0.3318936847600197
gruyere cheese,ham,0.2722072090453429
bamboo shoots,pork,0.2509666564871838
lean ground beef,pasta sauce,0.25074352291431706
chinese rice wine,oyster sauce,0.3269302412982741
old bay seasoning,tabasco pepper sauce,0.27600708909113225
crushed ice,superfine sugar,0.35207958924027166
scallion greens,wine,0.2672450228264917
freshly grated parmesan,hot red pepper flakes,0.26300814762792873
curry leaves,fenugreek seeds,0.3799215478030634
dill,feta cheese,0.25963157811982873
cake flour,pure vanilla extract,0.2922822904836933
confectioners sugar,unsweetened cocoa powder,0.31373848395053405
curry powder,light coconut milk,0.2841404499433042
light soy sauce,spring onions,0.30665698839747607
cremini mushrooms,reduced fat milk,0.25032556654026544
star anise,whole cloves,0.30186108453958477
ancho chile pepper,mexican oregano,0.3830403194150196
chopped pecans,light corn syrup,0.29237673384468993
reduced sodium chicken broth,spanish chorizo,0.31421207311003435
chorizo,sea scallops,0.2729884115330635
guacamole,taco sauce,0.2813677868932485
coriander seeds,mace,0.30203053935889035
rice wine,szechwan peppercorns,0.254323270510079
curds,kasuri methi,0.3571092547422767
fat free yogurt,feta cheese crumbles,0.2822719489848916
enchilada sauce,flour tortillas,0.2782216676184867
salsa,shredded monterey jack cheese,0.2532556242098184
peeled tomatoes,sausage casings,0.2717225320974931
beansprouts,rice noodles,0.41716149309509687
curry leaves,rice flour,0.297303084732186
dried porcini mushrooms,dry red wine,0.2979355015658603
ground allspice,ground nutmeg,0.31812828311172764
pearl onions,rosemary sprigs,0.26031228473749324
capsicum,paneer,0.3827897412261307
picante sauce,shredded monterey jack cheese,0.27527370670386586
cooked rice,red beans,0.2578277308876992
light brown sugar,pure vanilla extract,0.31458806285843155
chinese five-spice powder,chinese rice wine,0.2685470788613066
dried red chile peppers,szechwan peppercorns,0.2638103229339503
elbow macaroni,shredded sharp cheddar cheese,0.31358856198780505
california bay leaves,thyme sprigs,0.319150229330611
pico de gallo,pinto beans,0.2522987005197941
daikon,konbu,0.3095966642719236
dried porcini mushrooms,parmigiano-reggiano cheese,0.2909565517814276
canned black beans,flour tortillas,0.26210271674672375
dipping sauces,spring roll wrappers,0.3342956012699625
cabbage,carrots,0.2520430262124588
lime rind,red curry paste,0.2576172082255457
chillies,tumeric,0.258859416190624
bread flour,yeast,0.2964681264167806
bay leaves,okra,0.25252747564563993
prosciutto,sage leaves,0.2866649234036736
dried apricot,leg of lamb,0.3092943164132551
baking powder,buttermilk,0.33071552832286605
large egg yolks,unsalted butter,0.2544974723631328
chopped fresh mint,leg of lamb,0.2628929575905578
rice noodles,shrimp paste,0.2785121072676756
broccoli florets,teriyaki sauce,0.2718757985080176
hominy,queso fresco,0.26896249475449696
cream of chicken soup,shredded cheese,0.2727388213831869
chicken bouillon granules,tilapia fillets,0.2637843843802001
lasagna noodles,pasta sauce,0.34721164932180504
amchur,garlic paste,0.3171339310162774
cardamom,kasuri methi,0.340769578726744
creole mustard,creole seasoning,0.2884126226189285
creamy peanut butter,edamame,0.3186161875465977
cooking spray,low-fat buttermilk,0.2710951799198338
clove,garlic paste,0.34032918157560527
clam juice,halibut fillets,0.2924461267154821
black beans,taco seasoning,0.29375469243168173
mustard,urad dal,0.2987700129547002
ground red pepper,plain low-fat yogurt,0.26672946076618737
curry leaves,ground turmeric,0.364537282567704
chorizo sausage,clams,0.2957086991119673
arugula,prosciutto,0.26422985626702467
mexican cheese,whole wheat tortillas,0.3101715711780878
herbs,rice paper,0.314143547640742
pie crust,sweetened condensed milk,0.2556212131689828
asian fish sauce,unsweetened coconut milk,0.32598810649542714
chopped green chilies,great northern beans,0.2801774594522193
curry leaves,mustard,0.30464406213127204
fish stock,squid,0.39015885643423354
iceberg lettuce,taco sauce,0.29068443033887575
masala,yoghurt,0.26708756583818316
cumin seed,kasuri methi,0.2686435409256004
lettuce,taco seasoning,0.29999901572788823
chunky salsa,dressing,0.28750935630289476
prawns,tomato ketchup,0.2607759733255378
curry leaves,red chili peppers,0.27279589210797106
queso fresco,radishes,0.25367071171716615
lasagna noodles,part-skim ricotta cheese,0.35509518668628176
enchilada sauce,pepper jack,0.2752778424125278
collard greens,rib,0.3099690678976855
andouille sausage,grits,0.25934886836396687
plain low-fat yogurt,tamarind paste,0.25378123505916467
almond extract,powdered sugar,0.2520086014027966
bay leaves,thyme sprigs,0.2502136852567976
ham,pepperoni,0.2642842129398211
beansprouts,rice paper,0.29679604016425476
almonds,raisins,0.25891568663650844
cumin seed,ginger paste,0.2679155869135707
ground turmeric,yoghurt,0.27045408131459936
basil leaves,thai green curry paste,0.25320146236166946
light coconut milk,lower sodium chicken broth,0.26743977021945436
asiago,grated gruyère cheese,0.27562788605046534
dried thyme,marjoram,0.26704268280762716
leeks,savoy cabbage,0.2536444574607256
rice vinegar,tamari soy sauce,0.25077338460735027
capsicum,coriander powder,0.30625999651243824
beets,caraway seeds,0.2859206745345096
asparagus spears,swiss cheese,0.26863174667629874
cauliflower florets,mango chutney,0.2512803065883728
cornflour,ginger root,0.2571937014716321
sesame seeds,white miso,0.2540884221711518
lemon slices,tea bags,0.3268358945356444
corn syrup,pecans,0.26119954722805727
granulated sugar,vanilla extract,0.25149011212322103
hazelnuts,plums,0.25791891550011725
japanese eggplants,white miso,0.2991532653052204
corn tortillas,grated jack cheese,0.28156196597642635
dark brown sugar,dark rum,0.2829335356338073
pancetta,sage,0.2572870349092685
condensed milk,pistachios,0.2822753196029966
dipping sauces,rice vermicelli,0.3209965790669028
bittersweet chocolate,unsweetened cocoa powder,0.35266430810135124
shredded cheddar cheese,tortilla chips,0.2559165460890152
seasoned bread crumbs,shredded mozzarella cheese,0.26383457716494657
beansprouts,firm tofu,0.26736355767079184
light coconut milk,lime rind,0.3194029539601005
condensed cream of chicken soup,cooked chicken,0.27461598021055683
fontina cheese,polenta,0.2728357697146194
cremini mushrooms,dried porcini mushrooms,0.3572251317601293
egg roll wrappers,teriyaki sauce,0.31255333312384004
asparagus spears,fresh shiitake mushrooms,0.26550320112154796
mexican cheese,red enchilada sauce,0.3151089717082801
picante sauce,ripe olives,0.2760964698129291
clarified butter,pistachios,0.27175040293917224
cottage cheese,pasta sauce,0.29498384616740164
mixed greens,sherry vinegar,0.2533003737874093
dates,slivered almonds,0.2562896683929158
clams,linguine,0.35945183617157206
great northern beans,sausage links,0.27895915374840824
dark sesame oil,lower sodium soy sauce,0.4082045941811119
ground cinnamon,ground cloves,0.3545351758402842
beef rib short,mustard greens,0.2643528938716462
dried basil,dried thyme,0.2576947619741274
dijon mustard,white wine vinegar,0.26424018737325383
mexican oregano,pork butt,0.2568152870707703
golden brown sugar,instant espresso powder,0.27737534735651015
galangal,shrimp paste,0.4827675279853621
cilantro leaves,green chilies,0.2806261381157549
chopped green bell pepper,clam juice,0.2927155389606591
light corn syrup,semi-sweet chocolate morsels,0.2775620034747349
celery salt,chuck roast,0.26817342260054255
sour cream,taco seasoning,0.26946594351765923
dried thyme,ground allspice,0.2714152113587461
mascarpone,unsweetened cocoa powder,0.3292095718552343
dried shrimp,jicama,0.25890402972116977
fish sauce,thai red curry paste,0.29132344020214773
cumin seed,green cardamom pods,0.26952340416991827
creamy peanut butter,hoisin sauce,0.2619450918456599
black beans,chunky salsa,0.2984588125495158
fennel bulb,saffron threads,0.2932999505644031
kimchi,liquid,0.30554052930240205
lower sodium soy sauce,rice vermicelli,0.2740040873528613
iceberg lettuce,sliced black olives,0.2575612400448222
coriander seeds,fresh curry leaves,0.28452760301162977
celery salt,mace,0.25357789926314417
capsicum,garlic paste,0.3632279754415295
clove,poppy seeds,0.2574199783240727
light brown sugar,pecan halves,0.283722280260711
cardamom,nutmeg,0.2911857714132265
lobster,short-grain rice,0.3133772862095179
red chili powder,yoghurt,0.37112686576333914
capsicum,vinegar,0.2578402512622382
catfish fillets,ground red pepper,0.26379233716587064
bamboo shoots,thai green curry paste,0.3040795716530807
toasted sesame oil,toasted sesame seeds,0.33473034061812007
dark sesame oil,unsalted dry roast peanuts,0.2635349335973504
nori,toasted sesame seeds,0.28167327681336257
smoked sausage,white rice,0.25640307526003886
california bay leaves,fish stock,0.3454230654359374
anaheim chile,queso fresco,0.251624953356232
cauliflower,cumin seed,0.28434971360570016
cardamom pods,yoghurt,0.2655686553747404
kimchi,short-grain rice,0.32141024610037916
buttermilk,cake flour,0.25857587925632186
guacamole,salsa,0.3569609657211071
ghee,paneer,0.2975129894029247
brown mustard seeds,curry,0.25950278151677303
shredded cabbage,shredded carrots,0.3461300180154859
creamy peanut butter,shredded carrots,0.25075580971637457
chinese rice wine,fresh shiitake mushrooms,0.2577554867751893
italian salad dressing,provolone cheese,0.26873108814759306
cannellini beans,savoy cabbage,0.28468893189949734
ground cloves,ground ginger,0.3068415084806742
lemongrass,palm sugar,0.304275928106738
pie crust,pure vanilla extract,0.2528554300159908
california bay leaves,lobster,0.29075522678703875
dried parsley,poultry seasoning,0.25039708500932717
escarole,pecorino romano cheese,0.2583773952750534
buttermilk,self rising flour,0.29363158245231197
sliced carrots,thyme sprigs,0.25112256709873576
corn tortillas,monterey jack,0.25338600325626315
romaine lettuce,seedless cucumber,0.2700047798612599
fresh mozzarella,ricotta,0.2525234465712582
peanut butter,shredded carrots,0.2584494827094063
chinese cabbage,shiitake mushroom caps,0.3000559333015063
grated orange peel,large egg yolks,0.26978853090122157
chinese cabbage,dried shiitake mushrooms,0.2503601893821773
bacon slices,great northern beans,0.27078910431687847
fresh lime juice,lime slices,0.27553277636826523
leg of lamb,rosemary sprigs,0.2568646517896374
grapeseed oil,salmon,0.2513622722652176
nori,salmon fillets,0.26050889842290587
black beans,brown rice,0.25024459876680155
chinese five-spice powder,red food coloring,0.35721402507797373
adobo sauce,fresh pineapple,0.3020073616547373
chorizo sausage,clam juice,0.2579330166345134
italian turkey sausage,part-skim mozzarella cheese,0.277467325678203
andouille sausage,cooked white rice,0.27186941684101346
capsicum,chinese cabbage,0.27895915374840824
cheese tortellini,marinara sauce,0.3475966386174638
chicken drumsticks,low-fat buttermilk,0.25019986183062
sage,white mushrooms,0.27227637689961004
coconut,curry leaves,0.3683866993349206
beansprouts,peanuts,0.3165033871997517
fresh orange juice,orange,0.3000302817759102
chili oil,tahini,0.2561827055592584
mint sprigs,orange liqueur,0.2707118597617452
baking soda,low-fat buttermilk,0.3286271972838735
garlic paste,paneer,0.3770455664268144
scallions,soy sauce,0.25357894144834525
ketchup,worcestershire sauce,0.32766234780511455
buttermilk,green tomatoes,0.27213531518449563
coarse sea salt,ground sirloin,0.2501425765270178
garam masala,kasuri methi,0.3780375152737924
shredded lettuce,sour cream,0.297088023320065
black mustard seeds,fenugreek seeds,0.3511423106433288
clarified butter,fenugreek seeds,0.26237306800145305
curds,fenugreek leaves,0.25810083966869113
pico de gallo,skirt steak,0.3172016680937768
grated parmesan cheese,pasta sauce,0.2707578243599741
canola oil,lower sodium soy sauce,0.28030512634849875
asafoetida,cumin seed,0.32201274931723795
dashi,seaweed,0.3602326438366581
black mustard seeds,ground turmeric,0.3232088706918117
chickpeas,tahini,0.29183226224064474
fenugreek leaves,green chilies,0.2855835535291964
agave nectar,extra firm tofu,0.2672953407542297
dry mustard,worcestershire sauce,0.2659293198084305
couscous,golden raisins,0.2659896580946859
oyster sauce,snow peas,0.2554567807280873
chopped pecans,sweet potatoes,0.2552912779856456
ricotta,salami,0.29643703787591463
cardamom,clarified butter,0.2725646202127858
salami,sausages,0.2539727801370122
ginger root,spring onions,0.26457511002938694
creole mustard,mayonaise,0.3335444286405182
cooking spray,dry yeast,0.28693289900899294
black beans,cumin,0.27563631893463764
cardamom,cinnamon sticks,0.2619269740886786
boneless pork loin,white hominy,0.3399745090409025
black olives,rotini,0.28394614602828133
black peppercorns,fenugreek seeds,0.25977393323811815
fish fillets,saffron threads,0.3131460485687612
ancho chile pepper,guajillo chiles,0.46546355433147374
amchur,seeds,0.3468142944258307
curry,grated coconut,0.3053866614925014
kaffir lime leaves,thai red curry paste,0.304191212967509
corn starch,sesame oil,0.2576721435164395
red food coloring,unsweetened cocoa powder,0.3052184840683132
asafoetida,fenugreek seeds,0.3418788474387458
lamb shoulder,preserved lemon,0.27412879410765584
chopped fresh chives,fresh tarragon,0.3203931596527549
chili powder,garam masala,0.25555956894769416
garlic paste,poppy seeds,0.2916435058937083
almonds,green cardamom,0.2687535904989982
paneer,poppy seeds,0.27349301942844323
chipotle peppers,grated jack cheese,0.2569030106632428
fresh curry leaves,tamarind paste,0.3353833444526836
bittersweet chocolate,pure vanilla extract,0.26632052461198896
paneer,red chili powder,0.33858459915797146
cashew nuts,ground cardamom,0.2964789653363984
freshly grated parmesan,white beans,0.2679125989819826
anchovy fillets,italian parsley leaves,0.2546423571452034
pearl onions,turnips,0.25691927110183355
scallion greens,szechwan peppercorns,0.26466682237251776
extra sharp cheddar cheese,pimentos,0.25536197408449995
mustard greens,rib,0.31556388814761915
creole mustard,nonfat yogurt,0.2706454327718259
goat cheese,sun-dried tomatoes,0.2658099932389118
corn starch,dark soy sauce,0.2507316563140223
lemongrass,unsweetened coconut milk,0.31325795507874005
fresh coriander,lamb,0.2642602722020862
cilantro leaves,curds,0.2563567680390184
cannellini beans,chopped fresh sage,0.2825670752365821
cream of tartar,instant espresso powder,0.2775623438710111
creole mustard,worcestershire sauce,0.2522593109608983
cachaca,lime,0.3148313072203029
pecan halves,semi-sweet chocolate morsels,0.27200836090512087
dipping sauces,ground pork,0.26377086915773046
coriander powder,red chili powder,0.40768668195508745
jack cheese,sour cream,0.25837148642593233
cashew nuts,mace,0.2643134353266559
rotini,salad dressing,0.29214605005123284
spring roll wrappers,sweet chili sauce,0.32656704637710765
artichokes,plain low-fat yogurt,0.2618580739231924
basmati rice,cashew nuts,0.2739397345765829
nori,stock,0.26485748271333603
frozen whole kernel corn,yellow corn meal,0.2804664262017026
cooking spray,egg substitute,0.25164696364129985
orange,orange liqueur,0.2615279992023143
frozen whole kernel corn,low-fat buttermilk,0.25845461063433245
california bay leaves,white hominy,0.2678006101645659
asian fish sauce,palm sugar,0.25745257602589405
adobo sauce,chipotles in adobo,0.4018454609497938
ginger root,szechwan peppercorns,0.2500888800447042
flour tortillas,shredded monterey jack cheese,0.3163927216121757
roasted red peppers,salami,0.27348412679072365
jumbo shrimp,littleneck clams,0.32437754952898074
cilantro,jalapeno chilies,0.2518724830684963
chopped pecans,pie crust,0.2676543911713169
beansprouts,sriracha,0.2609144826958492
ground coriander,ground cumin,0.34263686961573475
hominy,pork loin,0.2717411434668845
pecan halves,pie crust,0.3311774127562708
fish,tilapia fillets,0.25744231999840256
sage leaves,whole milk ricotta cheese,0.2644017811362238
brandy,dark rum,0.2561321740135881
heavy whipping cream,vanilla beans,0.2616280861651841
shredded cheddar cheese,shredded monterey jack cheese,0.25142017403839545
basmati rice,cinnamon sticks,0.2846284396981734
dipping sauces,napa cabbage,0.25329290103963437
cooking wine,dark soy sauce,0.2823977749360949
boneless pork loin,chopped green chilies,0.2648466546671981
thai green curry paste,unsweetened coconut milk,0.42365954792788535
coconut cream,shrimp paste,0.37463789904405076
cinnamon sticks,peppercorns,0.2553190575487159
chili powder,coriander powder,0.29969150696668206
clove,fenugreek leaves,0.3001638668718928
maple syrup,pecans,0.25764474332807574
chopped fresh thyme,thyme sprigs,0.26549482227784477
boneless pork loin,rice paper,0.2524698053795447
pizza sauce,sliced black olives,0.3026161549683413
asafoetida,green peas,0.2594423525925984
ground sirloin,unsalted dry roast peanuts,0.2614789818157534
brandy,grated orange peel,0.2717609612177392
rice noodles,star anise,0.2623751473543796
lentils,tumeric,0.29199736377501545
bay leaves,clove,0.2506811869269744
pasta sauce,ricotta cheese,0.3541229990571328
shaoxing wine,soy sauce,0.26023545871354736
diced celery,fennel,0.25767468929291093
garam masala,oil,0.2517065216296561
dried basil,marjoram,0.2614994369223623
ghee,mace,0.29201932549235166
tomatillos,white onion,0.3082543377041212
black beans,tortilla chips,0.2816641987461351
chopped celery,chopped green bell pepper,0.3833102292613899
grated gruyère cheese,sourdough bread,0.31457064433281273
garlic paste,ginger paste,0.48091420673806146
fresh chives,fresh tarragon,0.2566456320535117
steamed rice,thai red curry paste,0.26075285475311866
mascarpone,vanilla beans,0.2505396071488549
paneer,tumeric,0.2801727777732361
2% reduced-fat milk,maple syrup,0.2940791103255503
chopped green bell pepper,crawfish,0.2807558843816583
fresh mozzarella,pizza doughs,0.32496522654674975
chutney,nonfat yogurt,0.2851911349620288
canned low sodium chicken broth,cooking oil,0.3600607935430503
condensed cream of mushroom soup,crawfish,0.3266384987278878
california bay leaves,parsley sprigs,0.3024279167822538
pecan halves,pecans,0.2787249333884006
dark sesame oil,low sodium soy sauce,0.4130653356942463
mirin,ramen noodles,0.2574673219833169
mint sprigs,raspberries,0.3303326050214023
italian sausage,marinara sauce,0.2814112292538483
corn husks,salsa verde,0.25788291641667926
ginger paste,green chilies,0.29594518747738213
lasagna noodles,lean ground beef,0.30662321295991773
iceberg lettuce,pico de gallo,0.25548566547728224
garam masala,ghee,0.32075678840410876
fontina cheese,rigatoni,0.28112221488404143
lemon slices,mint sprigs,0.26039399897493626
cilantro stems,kaffir lime leaves,0.25819456376580197
cornflour,prawns,0.2579330166345134
basmati rice,fresh curry leaves,0.25852189681486926
grated orange,lime rind,0.26377075363620145
fenugreek seeds,red chili peppers,0.29399185869833117
shredded monterey jack cheese,shredded sharp cheddar cheese,0.26422551971004243
light soy sauce,minced ginger,0.27685635564244043
fenugreek leaves,green cardamom,0.277216071574764
portabello mushroom,white mushrooms,0.25584715211940473
tofu,vegetables,0.25639675191387523
shredded cheddar cheese,sour cream,0.2917004659710793
cardamom,green cardamom,0.3160530791741614
asafoetida,kasuri methi,0.26237306800145305
malt vinegar,roasting chickens,0.3414390819620876
brown mustard seeds,roasted tomatoes,0.27207868149361747
dried red chile peppers,grated coconut,0.3142067393165657
sambal ulek,shrimp paste,0.27988316110631273
asian fish sauce,canned low sodium chicken broth,0.26099674450024835
dry white wine,mussels,0.3096879567442132
allspice,cinnamon,0.3253242484699819
ancho chile pepper,lard,0.2812837106331595
evaporated milk,vanilla extract,0.2592739241382442
rice wine,white pepper,0.2645770354746292
anchovies,capers,0.27289101166314056
mozzarella cheese,pepperoni,0.35595443445385666
grated parmesan cheese,marinara sauce,0.2560018084753932
cotija,lime wedges,0.26378740973950265
chutney,salad oil,0.27852561247674806
green beans,thai green curry paste,0.2924743836366873
galangal,thai fish sauce,0.2998254936001053
red beans,smoked ham hocks,0.29081101252575564
navel oranges,unflavored gelatin,0.28896750919521846
dried shrimp,rice flour,0.3870813323990066
fresh curry leaves,ground turmeric,0.33251947186294906
guajillo chiles,tomatillos,0.29090738961068613
guacamole,taco seasoning,0.2504806252698039
malt vinegar,molasses,0.2725646202127858
1% low-fat milk,egg substitute,0.308802735580014
cooking wine,pork belly,0.27360995130361343
mexican oregano,white onion,0.2620216556200102
table salt,white cornmeal,0.3055972828729047
white hominy,white onion,0.2759782424576012
celery salt,seasoning salt,0.2555986118339776
mace,yoghurt,0.36088030474824767
lump crab meat,oysters,0.37487437785370537
fresh raspberries,mint sprigs,0.3313650661282715
capers,pitted kalamata olives,0.3197415629621436
oil,red chili powder,0.31333834142110634
eggplant,zucchini,0.281001858411597
canned low sodium chicken broth,escarole,0.26790964318670507
cream of tartar,powdered sugar,0.29375486108486726
hominy,oregano,0.2578083755394402
rotini,sliced black olives,0.25649118747849814
coriander seeds,fenugreek seeds,0.3466112496033698
mint sprigs,unflavored gelatin,0.2816562167605781
parmesan cheese,pasta sauce,0.25074619034222395
cottage cheese,phyllo dough,0.28392269650060536
fresh orange juice,navel oranges,0.2783300069120616
non-fat sour cream,ripe olives,0.2598452888949835
ketchup,pineapple juice,0.2865649400590735
saffron threads,short-grain rice,0.2664883548418695
fillets,fresh coriander,0.2820800819948378
dark soy sauce,pork belly,0.2719271432728286
clam juice,clams,0.3466620700402687
black-eyed peas,italian salad dressing,0.2556034600603426
all purpose unbleached flour,vegetable shortening,0.273591713648373
fennel bulb,fish fillets,0.2579136943705935
fenugreek seeds,seeds,0.2578223323081725
asafoetida,garam masala,0.26839576015420225
bamboo shoots,water chestnuts,0.3477859425720179
black beans,whole wheat tortillas,0.25039166949472047
ghee,masala,0.27514823846673625
grated lemon peel,vegetable oil spray,0.2608134413402832
black peppercorns,guajillo chiles,0.263659520595915
